step time temp press pe ke etotal
7700 7.7000000000000001776 293.36782601097735323 3579.2813202205238667 -7424.9528718819119604 65.48916586714317134 -7359.4637060147688317
7800 7.7999999999999998224 291.28486058303639084 3485.6506869065151477 -7425.3881541064556586 65.024180765467960441 -7360.3639733409872861
7900 7.9000000000000003553 303.4223998805095448 3557.0869734579900978 -7428.482470945528803 67.733671220094180399 -7360.7487997254347647
8000 8 298.29347833966158987 3577.546378770020965 -7427.6005580382652624 66.588730419750291389 -7361.0118276185148716
8100 8.0999999999999996447 291.64887891081298221 3525.7648937789290358 -7426.0691320826863375 65.105441403250196686 -7360.9636906794357856
8200 8.1999999999999992895 301.68308705184875862 3561.8501439078077055 -7428.1131752937308192 67.345400468390295146 -7360.7677748253408936
8300 8.3000000000000007105 297.26259071117766553 3539.7490252224661162 -7428.9066302827568506 66.358603033901090384 -7362.5480272488557603
8400 8.4000000000000003553 296.36947541829096053 3516.6595875009420524 -7429.2786849124413493 66.159230879327623143 -7363.1194540331134704
8500 8.5 287.46504664531579465 3528.5864538635942154 -7427.2159783254128342 64.171475027587732143 -7363.044503297825031
8600 8.5999999999999996447 289.05300728995109694 3446.8972459736542078 -7427.6318474457239063 64.525959087619341403 -7363.1058883581044938
8700 8.7000000000000010658 289.85826607672419186 3444.6943025564078198 -7426.7176179041671276 64.705718834862324229 -7362.0118990693044907
8800 8.8000000000000007105 299.21208053190900955 3503.7633607178636339 -7428.122784072936156 66.793792072733879195 -7361.328992000202561
8900 8.9000000000000003553 289.85018928957708795 3501.0868621884669665 -7426.7104548177348988 64.70391583532980917 -7362.0065389824048907
9000 9 291.18277916491621227 3473.4579225785987546 -7427.1283489280067442 65.001392898733811876 -7362.1269560292730603
9100 9.0999999999999996447 297.61618115625935843 3489.8154883775378039 -7428.0648343544844465 66.437535831753720572 -7361.6272985227305981
9200 9.2000000000000010658 299.42246507060701788 3603.0296863233343174 -7427.5267088410118959 66.84075669096763761 -7360.6859521500446135
9300 9.3000000000000007105 301.51845410583212015 3589.4513897302595069 -7427.4195893697487918 67.308649082065883817 -7360.1109402876827517
9400 9.4000000000000003553 297.33652246656981788 3566.4548189952438406 -7425.2207414688136851 66.375106987513035506 -7358.8456344813002943
9500 9.5 299.23829408161202537 3617.1858905019998929 -7425.0362004165890539 66.799643782949715387 -7358.2365566336393385
9600 9.5999999999999996447 305.32591956419543067 3558.3889616845185628 -7427.4842862091327333 68.158598240863014439 -7359.3256879682694489
9700 9.7000000000000010658 297.55576860485939505 3547.7599641864794648 -7425.1486176360222089 66.424049800743148353 -7358.7245678352792311
9800 9.8000000000000007105 301.88863412346069026 3604.713944602178799 -7425.7005432553678475 67.391285207863376172 -7358.309258047504045
9900 9.9000000000000003553 299.84989507152863553 3649.0326090370658676 -7425.3115558704294017 66.936172860516862215 -7358.3753830099121842
10000 10 300.56889666209912093 3550.6206520811356313 -7425.1197589213843457 67.096677218011905097 -7358.0230817033725543
10100 10.099999999999999645 301.61133467861895952 3555.6746572064648717 -7425.2296829179340421 67.329383023206546 -7357.9002998947271408
10200 10.200000000000001066 302.96169870319613437 3632.1478494488574142 -7425.4273591581713845 67.630827850299638726 -7357.796531307872101
10300 10.300000000000000711 297.38450644400870715 3577.9648179245655228 -7424.1362894350377246 66.385818559740272349 -7357.7504708752976512
10400 10.400000000000000355 307.77864175827500048 3622.667468705084957 -7425.6458142845885959 68.706124984944665357 -7356.93968929964376
10500 10.5 308.39680643097324264 3632.4461625059316248 -7425.2643117914567483 68.844119288321437011 -7356.420192503135695
10600 10.599999999999999645 302.91262231082089329 3637.5308474088647017 -7424.2765863939112023 67.619872415805943433 -7356.6567139781054721
10700 10.700000000000001066 313.33323422118496637 3651.7434326768361643 -7426.1089709752641284 69.946089271670103926 -7356.1628817035943939
10800 10.800000000000000711 307.14174033163652666 3717.5699897038775816 -7424.476486811932773 68.563948033445598185 -7355.9125387784870327
10900 10.900000000000000355 308.37113806090724211 3752.6969971701837494 -7425.1833402334495986 68.83838927979374489 -7356.3449509536558253
11000 11 320.39559375969804478 3797.4901866901404901 -7427.3622426933561655 71.522635825939403276 -7355.8396068674164781
11100 11.099999999999999645 311.58738383391153093 3780.2141294179418765 -7424.5598918881050849 69.556359125914141828 -7355.0035327621908436
11200 11.200000000000001066 312.89970663276835694 3804.6730137745507818 -7425.1581660405654475 69.8493119238203235 -7355.3088541167453513
11300 11.300000000000000711 313.46947287119519387 3731.1285263359095552 -7424.8976109775367149 69.97650213483015591 -7354.9211088427064169
11400 11.400000000000000355 306.95695744529581361 3754.593761491485111 -7422.8566789257247365 68.522698530193920874 -7354.3339803955304887
11500 11.5 301.2914326953264208 3721.4192658294532521 -7422.9607839069685724 67.257970577165878012 -7355.702813329802666
11600 11.599999999999999645 311.89315143328320801 3582.4554136541933076 -7425.3373443059126657 69.624616321341221692 -7355.7127279845717567
11700 11.700000000000001066 312.3123565343043424 3630.5840872836220115 -7425.8253729891166586 69.718196427811719218 -7356.1071765613050957
11800 11.800000000000000711 296.66150771238585548 3616.0420111298240045 -7422.8898642984231628 66.224421911372928662 -7356.6654423870504615
11900 11.900000000000000355 294.64901923930023031 3623.5525784063702304 -7423.1251757063473633 65.775169540342005803 -7357.350006166005187
12000 12 303.97799864883802456 3650.9073105356733322 -7425.4899879878685169 67.857698794587918201 -7357.6322891932804851
12100 12.099999999999999645 301.15965574088187395 3579.7008151316231306 -7425.3421815668070849 67.228553708436848524 -7358.1136278583699095
12200 12.200000000000001066 300.52583913462098053 3588.3500667704338412 -7425.0640610544614901 67.087065388394506726 -7357.9769956660666139
12300 12.300000000000000711 299.37131237762253022 3583.1879736582695841 -7426.380409990750195 66.82933775917487651 -7359.5510722315757448
12400 12.400000000000000355 299.13947191997243635 3559.6746596172138197 -7425.7992250006655013 66.777583487439585497 -7359.0216415132263137
12500 12.5 305.25213597241491925 3596.9754121099599615 -7427.8160487695713528 68.142127362150475278 -7359.6739214074204938
12600 12.599999999999999645 300.22439753796550121 3583.814444742782598 -7425.9978328181969118 67.019773896375582467 -7358.9780589218216846
12700 12.700000000000001066 300.21716516685569331 3558.9827585576063029 -7424.9907169933176192 67.018159397752256723 -7357.9725575955653767
12800 12.800000000000000711 298.71594090199636184 3490.6028821653339946 -7425.5827489162593338 66.683037696705611097 -7358.8997112195538648
12900 12.900000000000000355 308.12589142623545513 3560.1085335807310912 -7428.2270535384723189 68.783642316724325383 -7359.4434112217477377
13000 13 297.78427570004947711 3523.3066417736067706 -7426.4018517469221479 66.475059958408365901 -7359.926791788513583
13100 13.099999999999999645 300.4317678302082868 3446.1822458174447092 -7427.1914919009632285 67.066065637529561627 -7360.1254262634338374
13200 13.200000000000001066 297.6927562805560683 3492.1920214637593745 -7426.9402134458096043 66.454629870607789144 -7360.4855835752014173
13300 13.300000000000000711 285.55311669004623809 3552.8886449031315351 -7423.7247383972462558 63.744670562798454228 -7359.9800678344481639
13400 13.400000000000000355 307.29362429753274455 3592.6071649235559562 -7429.2145997353209168 68.59785343599224916 -7360.6167462993289519
13500 13.5 295.82623507429013898 3470.5984969833925788 -7427.5530634214010206 66.037962103955294424 -7361.515101317445442
