LAMMPS data file via write_data, version 29 Aug 2024, timestep = 50000, units = metal

2000 atoms
1 atom types

-0.12565666108406298 31.525656661084057 xlo xhi
-0.12565666108406298 31.525656661084057 ylo yhi
-0.12565666108406298 31.525656661084057 zlo zhi

Masses

1 183.84011

Atoms # atomic

1 1 31.52131773561095 31.49539114403802 31.510620816829878 -1 -1 -1
2 1 1.4841552978213253 1.4590908774856277 1.4783123862675143 0 0 0
3 1 3.0250608796928646 31.523068457927423 31.50972413779762 0 -1 -1
21 1 31.51213754791875 3.0490666072876307 -0.12318559140773988 -1 0 0
23 1 3.0354133754456374 3.0650395683966467 -0.11772778383696546 0 0 0
201 1 31.514831733123483 31.50660089623683 3.0632518965120434 -1 -1 0
203 1 3.0484058066459934 -0.11726270654089428 3.0375961197590233 0 0 0
221 1 31.522989764381485 3.049952586337472 3.0956774649183614 -1 0 0
223 1 3.0229642001528894 3.021428225617309 3.0465284985044607 0 0 0
4 1 4.6061550658240815 1.4664572027784673 1.447824839476847 0 0 0
5 1 6.196122581235666 31.476626416594673 31.51184789117903 0 -1 -1
25 1 6.208065048921103 3.059057327665722 31.510737238211217 0 0 -1
205 1 6.20862978077421 31.49546972564477 2.9939675717632017 0 -1 0
225 1 6.214660457927133 3.0658101318601747 3.0559988680107137 0 0 0
6 1 7.771030078683595 1.4551961688329622 1.451364031302644 0 0 0
7 1 9.34799681615823 -0.12173692941081318 -0.111061940626722 0 0 0
27 1 9.391238011141029 3.0684675006097213 31.48748853978497 0 0 -1
207 1 9.382006727168728 -0.08863365051250681 3.0084941603684126 0 0 0
227 1 9.34562954352511 3.046361921146957 3.047388847401587 0 0 0
8 1 10.936549434209697 1.4325395515945751 1.4836861527405907 0 0 0
9 1 12.505033888123469 -0.12142879078973742 31.51349635666627 0 0 -1
29 1 12.559971992932907 3.0559459956861943 -0.12315775838457947 0 0 0
209 1 12.543437996966343 -0.09501351588177594 3.0577150652440683 0 0 0
229 1 12.553243627644337 3.0260823627050533 3.029543812836163 0 0 0
10 1 14.119762579049194 1.4551835481141626 1.4430287262307175 0 0 0
11 1 15.744539352072161 31.51483099334073 -0.1209781571125261 0 -1 0
12 1 17.2998926731138 1.4701556319014422 1.4805069477354071 0 0 0
31 1 15.69487721693833 3.060028996265243 31.515291471513354 0 0 -1
211 1 15.742691368571686 31.50844253016197 3.0485678517762693 0 -1 0
231 1 15.709729166056226 3.047068847225867 3.0716590629644487 0 0 0
13 1 18.869678061921004 -0.12137002062320053 -0.11727891597900757 0 0 0
14 1 20.419783480091223 1.469983148094646 1.4242741638105854 0 0 0
33 1 18.91023647551027 3.083567443140026 -0.06988846596829848 0 0 0
213 1 18.827420626697506 31.514609534291868 3.04858473880896 0 -1 0
233 1 18.856546881789207 3.057653696517662 3.022452475746686 0 0 0
15 1 22.01891539533497 31.46508243814509 31.517721328120032 0 -1 -1
16 1 23.618364252100207 1.4485171192660573 1.467178792634162 0 0 0
35 1 22.004255547060048 3.0329854489454933 31.52064013445247 0 0 -1
215 1 22.074089645990554 31.496852894346144 3.045468169522501 0 -1 0
235 1 22.091141169033452 3.0884657660259474 3.0763631281411077 0 0 0
17 1 25.178730875765925 31.498054981643865 -0.12183624004604596 0 -1 0
18 1 26.76335908599985 1.462676029994136 1.4308114420300213 0 0 0
37 1 25.19871154667228 3.0825922529195475 -0.12249390404540517 0 0 0
217 1 25.205869395294712 31.50902625862348 3.0285494812865834 0 -1 0
237 1 25.126485958566256 3.0803961503601984 3.01922758850744 0 0 0
19 1 28.40124884686207 -0.08202420196791028 -0.10661348636941304 0 0 0
20 1 29.933857351321787 1.4342044030555432 1.4848062210568 0 0 0
39 1 28.370429199895277 3.0399891718424064 31.524858950822818 0 0 -1
219 1 28.35378341389925 31.509084328774918 3.0327224587398836 0 -1 0
239 1 28.39989505202762 3.0132949043498694 3.0796117758269634 0 0 0
22 1 1.4429986645549613 4.646328755571284 1.4357729419394978 0 0 0
41 1 -0.08953226367881657 6.186968552444768 -0.12341314235358901 0 0 0
43 1 2.99701461638199 6.235232535423168 31.515096468426094 0 0 -1
241 1 -0.12082423363044141 6.19321083350827 3.054437563916744 0 0 0
243 1 3.0598553600032363 6.213515131781495 3.0323194693058753 0 0 0
24 1 4.612279462388377 4.591258309918354 1.463736292655769 0 0 0
45 1 6.210470354889318 6.211571314109095 31.51124607220246 0 0 -1
245 1 6.176730897141418 6.224583699705948 3.045202878079225 0 0 0
26 1 7.730844025248984 4.561978079026045 1.4269463702774452 0 0 0
47 1 9.343982914115733 6.187786853220071 31.51929104492189 0 0 -1
247 1 9.419683703550968 6.219903132636142 3.055937254224934 0 0 0
28 1 10.995869178223455 4.644633281752434 1.4328868046839518 0 0 0
49 1 12.556708758755018 6.174823555994461 31.52203591228267 0 0 -1
249 1 12.507652007046355 6.202192468579357 3.021715211189919 0 0 0
30 1 14.095057715789983 4.613767482777491 1.3727444200585095 0 0 0
32 1 17.299517188609006 4.650583059849663 1.4491148391586095 0 0 0
51 1 15.677907893425624 6.205204183547771 31.48622106139262 0 0 -1
251 1 15.71452409336626 6.193341912852017 3.122266063089012 0 0 0
34 1 20.4246768925741 4.640033354310907 1.4787981839990862 0 0 0
53 1 18.87305255317133 6.172643459084381 -0.11678238092182133 0 0 0
253 1 18.85570617663342 6.197248258520461 3.058292967895008 0 0 0
36 1 23.63402617099388 4.645854580426037 1.465347723853147 0 0 0
55 1 22.039584235772757 6.202123233588913 -0.12460200206455802 0 0 0
255 1 22.024165819042764 6.206928116466808 3.084785729217912 0 0 0
